Sample_ID_1	Sample_ID_2	Population_1	Population_2	Ind_1	Ind_2	CHRType	K	Value	Triangle
Crotone518	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_10	Utrecht_06	Autosomes	K = 6	-0.001127	Individual
Crotone512	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_07	Utrecht_06	Autosomes	K = 2	-0.005861	Individual
Crotone518	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_10	Utrecht_06	Autosomes	K = 5	-0.000689	Individual
Crotone500	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_02	Utrecht_06	Allosome	K = 3	-0.003752	Individual
Crotone510	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_06	Utrecht_06	Allosome	K = 7	-0.032964	Individual
Crotone501	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_03	Utrecht_06	Autosomes	K = 7	 0.000230	Individual
Crotone501	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_03	Utrecht_06	Allosome	K = 2	-0.008688	Individual
Crotone500	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_02	Utrecht_06	Allosome	K = 4	-0.003274	Individual
Crotone510	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_06	Utrecht_06	Autosomes	K = 2	-0.005637	Individual
Crotone512	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_07	Utrecht_06	Allosome	K = 6	-0.029657	Individual
Crotone512	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_07	Utrecht_06	Allosome	K = 2	-0.025145	Individual
Crotone498	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_01	Utrecht_06	Autosomes	K = 6	-0.002243	Individual
Crotone510	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_06	Utrecht_06	Allosome	K = 3	-0.030678	Individual
Crotone498	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_01	Utrecht_06	Autosomes	K = 7	-0.002811	Individual
Crotone498	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_01	Utrecht_06	Allosome	K = 4	 0.022825	Individual
Crotone500	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_02	Utrecht_06	Allosome	K = 7	 0.007910	Individual
Crotone517	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_09	Utrecht_06	Allosome	K = 4	-0.005294	Individual
Crotone514	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_08	Utrecht_06	Allosome	K = 4	 0.062418	Individual
Crotone512	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_07	Utrecht_06	Autosomes	K = 7	 0.002397	Individual
Crotone512	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_07	Utrecht_06	Allosome	K = 4	-0.023877	Individual
Crotone505	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_05	Utrecht_06	Autosomes	K = 4	 0.001002	Individual
Crotone512	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_07	Utrecht_06	Autosomes	K = 6	 0.002128	Individual
Crotone505	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_05	Utrecht_06	Allosome	K = 5	-0.015228	Individual
Crotone518	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_10	Utrecht_06	Allosome	K = 3	-0.030130	Individual
Crotone512	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_07	Utrecht_06	Allosome	K = 7	-0.026127	Individual
Crotone498	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_01	Utrecht_06	Allosome	K = 3	 0.024759	Individual
Crotone517	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_09	Utrecht_06	Allosome	K = 5	-0.002757	Individual
Crotone510	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_06	Utrecht_06	Autosomes	K = 3	 0.001067	Individual
Crotone498	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_01	Utrecht_06	Allosome	K = 2	 0.019955	Individual
Crotone517	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_09	Utrecht_06	Autosomes	K = 4	-0.000568	Individual
Crotone514	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_08	Utrecht_06	Allosome	K = 2	 0.058488	Individual
Crotone518	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_10	Utrecht_06	Allosome	K = 4	-0.031935	Individual
Crotone501	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_03	Utrecht_06	Autosomes	K = 6	-0.000845	Individual
Crotone510	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_06	Utrecht_06	Autosomes	K = 4	 0.001192	Individual
Crotone514	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_08	Utrecht_06	Allosome	K = 6	 0.074561	Individual
Crotone517	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_09	Utrecht_06	Allosome	K = 6	-0.001971	Individual
Crotone505	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_05	Utrecht_06	Autosomes	K = 5	 0.001537	Individual
Crotone505	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_05	Utrecht_06	Allosome	K = 6	-0.015847	Individual
Crotone502	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_04	Utrecht_06	Autosomes	K = 3	 0.000271	Individual
Crotone502	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_04	Utrecht_06	Allosome	K = 4	-0.001413	Individual
Crotone501	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_03	Utrecht_06	Autosomes	K = 5	 0.000348	Individual
Crotone500	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_02	Utrecht_06	Autosomes	K = 5	-0.000276	Individual
Crotone514	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_08	Utrecht_06	Autosomes	K = 7	-0.002045	Individual
Crotone502	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_04	Utrecht_06	Allosome	K = 2	-0.000458	Individual
Crotone500	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_02	Utrecht_06	Autosomes	K = 2	-0.007814	Individual
Crotone517	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_09	Utrecht_06	Allosome	K = 7	 0.001596	Individual
Crotone501	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_03	Utrecht_06	Autosomes	K = 4	-0.000959	Individual
Crotone502	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_04	Utrecht_06	Allosome	K = 3	 0.003887	Individual
Crotone510	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_06	Utrecht_06	Autosomes	K = 7	 0.000354	Individual
Crotone498	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_01	Utrecht_06	Autosomes	K = 3	-0.002852	Individual
Crotone498	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_01	Utrecht_06	Allosome	K = 6	 0.007809	Individual
Crotone517	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_09	Utrecht_06	Autosomes	K = 6	 0.000036	Individual
Crotone502	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_04	Utrecht_06	Autosomes	K = 7	 0.001199	Individual
Crotone518	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_10	Utrecht_06	Autosomes	K = 3	-0.001330	Individual
Crotone518	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_10	Utrecht_06	Allosome	K = 6	-0.032395	Individual
Crotone502	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_04	Utrecht_06	Autosomes	K = 2	-0.006103	Individual
Crotone501	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_03	Utrecht_06	Autosomes	K = 2	-0.008745	Individual
Crotone502	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_04	Utrecht_06	Allosome	K = 5	 0.006267	Individual
Crotone505	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_05	Utrecht_06	Autosomes	K = 7	 0.002789	Individual
Crotone510	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_06	Utrecht_06	Allosome	K = 4	-0.034282	Individual
Crotone501	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_03	Utrecht_06	Allosome	K = 5	-0.002384	Individual
Crotone512	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_07	Utrecht_06	Autosomes	K = 4	 0.001142	Individual
Crotone517	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_09	Utrecht_06	Autosomes	K = 2	-0.007055	Individual
Crotone518	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_10	Utrecht_06	Allosome	K = 5	-0.030236	Individual
Crotone514	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_08	Utrecht_06	Autosomes	K = 5	-0.001954	Individual
Crotone518	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_10	Utrecht_06	Autosomes	K = 4	-0.001234	Individual
Crotone512	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_07	Utrecht_06	Autosomes	K = 3	 0.000450	Individual
Crotone500	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_02	Utrecht_06	Autosomes	K = 6	 0.000143	Individual
Crotone514	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_08	Utrecht_06	Autosomes	K = 2	-0.010608	Individual
Crotone500	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_02	Utrecht_06	Allosome	K = 6	 0.005295	Individual
Crotone517	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_09	Utrecht_06	Autosomes	K = 7	-0.000374	Individual
Crotone498	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_01	Utrecht_06	Autosomes	K = 5	-0.002435	Individual
Crotone517	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_09	Utrecht_06	Allosome	K = 3	-0.003756	Individual
Crotone512	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_07	Utrecht_06	Autosomes	K = 5	 0.001766	Individual
Crotone514	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_08	Utrecht_06	Autosomes	K = 3	-0.002574	Individual
Crotone517	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_09	Utrecht_06	Allosome	K = 2	-0.006405	Individual
Crotone510	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_06	Utrecht_06	Autosomes	K = 6	 0.002388	Individual
Crotone498	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_01	Utrecht_06	Autosomes	K = 4	-0.002852	Individual
Crotone518	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_10	Utrecht_06	Autosomes	K = 2	-0.008222	Individual
Crotone514	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_08	Utrecht_06	Allosome	K = 5	 0.071549	Individual
Crotone505	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_05	Utrecht_06	Autosomes	K = 3	 0.000467	Individual
Crotone514	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_08	Utrecht_06	Autosomes	K = 4	-0.002629	Individual
Crotone512	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_07	Utrecht_06	Allosome	K = 3	-0.018395	Individual
Crotone514	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_08	Utrecht_06	Allosome	K = 7	 0.077239	Individual
Crotone500	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_02	Utrecht_06	Allosome	K = 2	-0.005643	Individual
Crotone502	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_04	Utrecht_06	Allosome	K = 7	 0.011762	Individual
Crotone505	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_05	Utrecht_06	Allosome	K = 4	-0.029503	Individual
Crotone510	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_06	Utrecht_06	Allosome	K = 6	-0.035732	Individual
Crotone514	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_08	Utrecht_06	Autosomes	K = 6	-0.001686	Individual
Crotone502	PDOM2022NLD0046M	Crotone	Utrecht	Crotone_04	Utrecht_06	Autosomes	K = 6	 0.000692	Individual
Crotone501	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_03	Utrecht_07	Autosomes	K = 7	 0.001254	Individual
Crotone505	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_05	Utrecht_07	Autosomes	K = 2	-0.005041	Individual
Crotone510	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_06	Utrecht_07	Allosome	K = 2	-0.043182	Individual
Crotone505	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_05	Utrecht_07	Allosome	K = 7	-0.003914	Individual
Crotone498	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_01	Utrecht_07	Autosomes	K = 2	-0.004677	Individual
Crotone502	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_04	Utrecht_07	Allosome	K = 6	 0.015173	Individual
Crotone518	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_10	Utrecht_07	Autosomes	K = 7	 0.000813	Individual
Crotone500	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_02	Utrecht_07	Allosome	K = 5	 0.015873	Individual
Crotone502	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_04	Utrecht_07	Autosomes	K = 2	-0.006809	Individual
Crotone502	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_04	Utrecht_07	Autosomes	K = 4	-0.000999	Individual
Crotone502	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_04	Utrecht_07	Allosome	K = 4	 0.031136	Individual
Crotone512	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_07	Utrecht_07	Allosome	K = 2	-0.063593	Individual
Crotone512	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_07	Utrecht_07	Autosomes	K = 6	 0.000994	Individual
Crotone512	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_07	Utrecht_07	Autosomes	K = 2	-0.004736	Individual
Crotone501	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_03	Utrecht_07	Allosome	K = 3	-0.019462	Individual
Crotone501	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_03	Utrecht_07	Allosome	K = 2	-0.077094	Individual
Crotone512	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_07	Utrecht_07	Allosome	K = 6	-0.032879	Individual
Crotone510	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_06	Utrecht_07	Autosomes	K = 5	-0.001383	Individual
Crotone500	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_02	Utrecht_07	Autosomes	K = 3	 0.000317	Individual
Crotone505	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_05	Utrecht_07	Allosome	K = 6	-0.004205	Individual
Crotone512	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_07	Utrecht_07	Autosomes	K = 7	-0.000321	Individual
Crotone514	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_08	Utrecht_07	Allosome	K = 2	-0.040707	Individual
Crotone510	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_06	Utrecht_07	Autosomes	K = 3	 0.000285	Individual
Crotone505	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_05	Utrecht_07	Allosome	K = 2	-0.031800	Individual
Crotone502	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_04	Utrecht_07	Allosome	K = 3	 0.035186	Individual
Crotone518	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_10	Utrecht_07	Allosome	K = 7	 0.018657	Individual
Crotone502	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_04	Utrecht_07	Autosomes	K = 5	-0.001855	Individual
Crotone498	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_01	Utrecht_07	Autosomes	K = 7	 0.000821	Individual
Crotone500	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_02	Utrecht_07	Autosomes	K = 4	 0.000701	Individual
Crotone517	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_09	Utrecht_07	Allosome	K = 5	 0.035524	Individual
Crotone501	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_03	Utrecht_07	Autosomes	K = 3	 0.003053	Individual
Crotone512	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_07	Utrecht_07	Allosome	K = 7	-0.030897	Individual
Crotone501	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_03	Utrecht_07	Allosome	K = 6	-0.035312	Individual
Crotone498	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_01	Utrecht_07	Allosome	K = 5	 0.003614	Individual
Crotone498	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_01	Utrecht_07	Allosome	K = 4	-0.012134	Individual
Crotone518	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_10	Utrecht_07	Allosome	K = 2	-0.030534	Individual
Crotone500	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_02	Utrecht_07	Allosome	K = 7	 0.016796	Individual
Crotone514	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_08	Utrecht_07	Allosome	K = 3	 0.008163	Individual
Crotone501	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_03	Utrecht_07	Autosomes	K = 6	 0.000755	Individual
Crotone510	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_06	Utrecht_07	Autosomes	K = 6	-0.001162	Individual
Crotone517	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_09	Utrecht_07	Autosomes	K = 3	 0.002274	Individual
Crotone510	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_06	Utrecht_07	Allosome	K = 7	 0.009200	Individual
Crotone498	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_01	Utrecht_07	Allosome	K = 3	-0.001316	Individual
Crotone501	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_03	Utrecht_07	Autosomes	K = 5	 0.001462	Individual
Crotone518	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_10	Utrecht_07	Autosomes	K = 6	-0.000171	Individual
Crotone517	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_09	Utrecht_07	Allosome	K = 4	 0.039391	Individual
Crotone505	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_05	Utrecht_07	Autosomes	K = 5	-0.000471	Individual
Crotone510	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_06	Utrecht_07	Autosomes	K = 4	 0.000315	Individual
Crotone501	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_03	Utrecht_07	Allosome	K = 7	-0.034036	Individual
Crotone518	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_10	Utrecht_07	Allosome	K = 4	 0.024988	Individual
Crotone501	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_03	Utrecht_07	Allosome	K = 4	-0.025930	Individual
Crotone517	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_09	Utrecht_07	Autosomes	K = 5	 0.000631	Individual
Crotone517	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_09	Utrecht_07	Autosomes	K = 4	 0.002530	Individual
Crotone510	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_06	Utrecht_07	Allosome	K = 3	 0.012493	Individual
Crotone502	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_04	Utrecht_07	Autosomes	K = 3	-0.000262	Individual
Crotone518	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_10	Utrecht_07	Autosomes	K = 5	 0.000347	Individual
Crotone517	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_09	Utrecht_07	Allosome	K = 3	 0.044109	Individual
Crotone505	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_05	Utrecht_07	Autosomes	K = 6	-0.001305	Individual
Crotone500	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_02	Utrecht_07	Autosomes	K = 7	-0.000803	Individual
Crotone510	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_06	Utrecht_07	Autosomes	K = 2	-0.006511	Individual
Crotone505	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_05	Utrecht_07	Autosomes	K = 4	 0.001819	Individual
Crotone518	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_10	Utrecht_07	Allosome	K = 3	 0.027304	Individual
Crotone514	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_08	Utrecht_07	Allosome	K = 7	 0.001854	Individual
Crotone514	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_08	Utrecht_07	Allosome	K = 4	 0.003129	Individual
Crotone498	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_01	Utrecht_07	Autosomes	K = 5	 0.001156	Individual
Crotone501	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_03	Utrecht_07	Allosome	K = 5	-0.034571	Individual
Crotone500	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_02	Utrecht_07	Allosome	K = 3	 0.027235	Individual
Crotone498	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_01	Utrecht_07	Allosome	K = 6	 0.002515	Individual
Crotone517	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_09	Utrecht_07	Autosomes	K = 6	 0.002486	Individual
Crotone502	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_04	Utrecht_07	Autosomes	K = 7	-0.002823	Individual
Crotone512	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_07	Utrecht_07	Autosomes	K = 5	 0.000190	Individual
Crotone505	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_05	Utrecht_07	Allosome	K = 5	-0.006026	Individual
Crotone498	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_01	Utrecht_07	Autosomes	K = 6	 0.001137	Individual
Crotone517	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_09	Utrecht_07	Autosomes	K = 7	 0.002757	Individual
Crotone518	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_10	Utrecht_07	Autosomes	K = 4	 0.001977	Individual
Crotone518	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_10	Utrecht_07	Allosome	K = 5	 0.018391	Individual
Crotone500	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_02	Utrecht_07	Allosome	K = 4	 0.022313	Individual
Crotone502	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_04	Utrecht_07	Allosome	K = 2	-0.018654	Individual
Crotone510	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_06	Utrecht_07	Allosome	K = 5	 0.004742	Individual
Crotone514	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_08	Utrecht_07	Autosomes	K = 7	 0.001007	Individual
Crotone517	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_09	Utrecht_07	Allosome	K = 6	 0.037749	Individual
Crotone498	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_01	Utrecht_07	Allosome	K = 2	-0.060079	Individual
Crotone505	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_05	Utrecht_07	Autosomes	K = 7	-0.000563	Individual
Crotone500	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_02	Utrecht_07	Autosomes	K = 5	-0.001338	Individual
Crotone500	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_02	Utrecht_07	Autosomes	K = 2	-0.006607	Individual
Crotone517	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_09	Utrecht_07	Allosome	K = 7	 0.036358	Individual
Crotone518	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_10	Utrecht_07	Autosomes	K = 3	 0.001838	Individual
Crotone518	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_10	Utrecht_07	Allosome	K = 6	 0.016583	Individual
Crotone510	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_06	Utrecht_07	Allosome	K = 6	 0.007668	Individual
Crotone512	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_07	Utrecht_07	Autosomes	K = 3	 0.001899	Individual
Crotone505	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_05	Utrecht_07	Allosome	K = 3	 0.021363	Individual
Crotone514	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_08	Utrecht_07	Autosomes	K = 5	 0.001301	Individual
Crotone502	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_04	Utrecht_07	Allosome	K = 7	 0.018063	Individual
Crotone514	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_08	Utrecht_07	Autosomes	K = 2	-0.005429	Individual
Crotone502	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_04	Utrecht_07	Allosome	K = 5	 0.019721	Individual
Crotone512	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_07	Utrecht_07	Allosome	K = 5	-0.032266	Individual
Crotone510	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_06	Utrecht_07	Autosomes	K = 7	 0.001356	Individual
Crotone498	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_01	Utrecht_07	Allosome	K = 7	 0.003275	Individual
Crotone500	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_02	Utrecht_07	Allosome	K = 6	 0.017635	Individual
Crotone514	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_08	Utrecht_07	Allosome	K = 6	-0.001087	Individual
Crotone517	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_09	Utrecht_07	Autosomes	K = 2	-0.004283	Individual
Crotone501	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_03	Utrecht_07	Autosomes	K = 4	 0.002944	Individual
Crotone498	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_01	Utrecht_07	Autosomes	K = 3	 0.002716	Individual
Crotone510	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_06	Utrecht_07	Allosome	K = 4	 0.006446	Individual
Crotone500	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_02	Utrecht_07	Autosomes	K = 6	-0.000840	Individual
Crotone501	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_03	Utrecht_07	Autosomes	K = 2	-0.005385	Individual
Crotone512	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_07	Utrecht_07	Allosome	K = 4	-0.029121	Individual
Crotone514	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_08	Utrecht_07	Autosomes	K = 3	 0.002984	Individual
Crotone512	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_07	Utrecht_07	Autosomes	K = 4	 0.002617	Individual
Crotone505	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_05	Utrecht_07	Allosome	K = 4	 0.016065	Individual
Crotone512	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_07	Utrecht_07	Allosome	K = 3	-0.020063	Individual
Crotone514	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_08	Utrecht_07	Autosomes	K = 6	 0.001505	Individual
Crotone498	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_01	Utrecht_07	Autosomes	K = 4	 0.002794	Individual
Crotone500	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_02	Utrecht_07	Allosome	K = 2	-0.035082	Individual
Crotone518	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_10	Utrecht_07	Autosomes	K = 2	-0.005348	Individual
Crotone502	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_04	Utrecht_07	Autosomes	K = 6	-0.002487	Individual
Crotone505	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_05	Utrecht_07	Autosomes	K = 3	 0.001197	Individual
Crotone514	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_08	Utrecht_07	Allosome	K = 5	-0.002197	Individual
Crotone514	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_08	Utrecht_07	Autosomes	K = 4	 0.003020	Individual
Crotone517	PDOM2022NLD0047F	Crotone	Utrecht	Crotone_09	Utrecht_07	Allosome	K = 2	-0.013670	Individual
Crotone505	PDOM2022NLD0048F	Crotone	Utrecht	Crotone_05	Utrecht_08	Autosomes	K = 6	 0.001732	Individual
Crotone505	PDOM2022NLD0048F	Crotone	Utrecht	Crotone_05	Utrecht_08	Allosome	K = 7	 0.007806	Individual
